TIME,CPU_LOAD,GPU_LOAD,MEM,SWAP,CURR,TEMP_CPU,TEMP_GPU
1670135925.8521667,80.42857142857143,0,68.0429268292683,0.0,270.0,50.0,45.5
1670135926.3667042,46.285714285714285,0,67.7699512195122,0.0,274.0,49.0,45.5
1670135926.8927114,47.57142857142857,0,67.80565853658537,0.0,256.0,49.5,45.5
1670135927.432114,36.714285714285715,0,67.80878048780488,0.0,260.0,48.5,45.5
1670135927.938323,47.57142857142857,0,67.81482926829268,0.0,254.0,49.0,45.0
1670135928.4700236,34.57142857142857,0,67.31590243902438,0.0,250.0,48.5,45.5
1670135928.9916055,46.714285714285715,0,67.40048780487805,0.0,236.0,49.0,45.5
1670135929.5230289,37.42857142857143,0,67.34409756097561,0.0,282.0,48.5,45.5
1670135930.027943,45.857142857142854,0,67.4320975609756,0.0,262.0,49.0,45.5
1670135930.568231,35.57142857142857,0,67.3580487804878,0.0,270.0,48.5,45.0
1670135931.0782983,46.142857142857146,0,67.37268292682927,0.0,256.0,49.0,45.0
1670135931.604164,36.857142857142854,0,67.37512195121951,0.0,268.0,48.5,45.0
1670135932.1220717,52.142857142857146,0,67.58780487804879,0.0,274.0,49.0,45.5
1670135932.6443467,42.714285714285715,0,67.81707317073172,0.0,276.0,48.5,45.5
1670135933.1725154,46.285714285714285,0,67.89931707317074,0.0,256.0,49.0,45.0
1670135933.698441,35.285714285714285,0,67.8410731707317,0.0,248.0,48.5,45.5
1670135934.2213135,46.857142857142854,0,67.87053658536585,0.0,256.0,48.5,45.5
1670135934.740786,37.285714285714285,0,67.83590243902438,0.0,244.0,48.0,45.0
1670135935.2667806,44.0,0,67.852,0.0,260.0,48.5,45.5
1670135935.793094,42.57142857142857,0,68.05521951219512,0.0,264.0,48.5,45.5
1670135936.3187542,44.857142857142854,0,68.05190243902439,0.0,278.0,49.0,45.5
1670135936.8617053,39.42857142857143,0,68.04448780487805,0.0,272.0,48.5,45.5
1670135937.38297,46.57142857142857,0,68.05473170731707,0.0,260.0,49.0,45.5
1670135937.962017,40.714285714285715,0,68.07609756097561,0.0,288.0,48.5,45.5
1670135938.4380002,63.57142857142857,0,68.5430243902439,0.0,282.0,49.5,45.5
1670135938.9521008,42.142857142857146,0,68.13882926829268,0.0,266.0,48.5,45.5
1670135939.4740362,50.57142857142857,0,68.18253658536585,0.0,236.0,49.0,45.5
1670135939.9968922,40.285714285714285,0,68.13717073170731,0.0,262.0,48.5,45.5
1670135940.5318253,44.0,0,68.12243902439025,0.0,256.0,49.0,45.5
1670135941.0461657,37.857142857142854,0,68.15980487804877,0.0,264.0,48.5,45.5
1670135941.5656328,47.42857142857143,0,68.18936585365853,0.0,290.0,49.0,45.5
1670135942.0800323,37.142857142857146,0,68.17863414634147,0.0,248.0,49.0,45.5
1670135942.6167076,41.285714285714285,0,68.20926829268292,0.0,272.0,49.0,45.5
1670135943.1286438,40.0,0,68.16780487804877,0.0,244.0,48.5,45.5
1670135943.660535,43.142857142857146,0,68.13736585365854,0.0,288.0,49.0,45.5
1670135944.174459,38.0,0,68.12614634146341,0.0,252.0,48.5,45.5
1670135944.7083,44.0,0,68.12926829268294,0.0,282.0,49.0,45.5
1670135945.226136,41.714285714285715,0,68.12458536585366,0.0,250.0,48.5,45.5
1670135945.7587965,43.0,0,68.19346341463415,0.0,278.0,49.5,45.5
1670135946.276335,41.42857142857143,0,68.18409756097562,0.0,254.0,48.5,45.5
1670135946.804746,42.857142857142854,0,68.19278048780488,0.0,278.0,49.0,45.5
1670135947.3185377,40.0,0,68.18526829268293,0.0,246.0,49.0,45.5
1670135947.8472397,41.142857142857146,0,68.19746341463416,0.0,270.0,49.5,45.5
1670135948.3674474,36.285714285714285,0,68.18643902439024,0.0,252.0,49.0,45.5
1670135948.8937519,38.57142857142857,0,68.13804878048781,0.0,276.0,49.0,45.5
1670135949.403061,38.57142857142857,0,68.1850731707317,0.0,256.0,49.0,45.5
1670135949.9438,38.142857142857146,0,68.15980487804877,0.0,290.0,49.5,45.5
1670135950.4566991,40.0,0,68.17404878048781,0.0,230.0,49.0,45.5
1670135950.9876466,42.57142857142857,0,68.1639024390244,0.0,300.0,49.0,45.5
1670135951.5031304,40.714285714285715,0,68.15843902439025,0.0,248.0,49.0,45.5
1670135952.0391533,40.0,0,68.17131707317074,0.0,260.0,49.0,45.5
1670135952.5499895,40.285714285714285,0,68.1319024390244,0.0,248.0,49.5,45.5
1670135953.0770469,38.42857142857143,0,68.20351219512195,0.0,264.0,49.5,46.0
1670135953.58992,42.857142857142854,0,68.16243902439024,0.0,230.0,48.5,45.5
1670135954.1268616,39.714285714285715,0,68.20878048780487,0.0,276.0,49.5,45.5
1670135954.6363666,41.142857142857146,0,68.19258536585366,0.0,266.0,49.0,45.5
1670135955.1739876,40.0,0,68.22068292682927,0.0,252.0,49.0,46.0
1670135955.688487,43.285714285714285,0,68.22341463414634,0.0,228.0,49.0,45.5
1670135956.2182834,37.714285714285715,0,68.21024390243903,0.0,278.0,49.5,45.5
1670135956.73551,42.714285714285715,0,68.23092682926828,0.0,250.0,49.0,46.0
1670135957.2761402,39.42857142857143,0,68.2300487804878,0.0,276.0,49.5,45.5
1670135957.7880187,48.0,0,68.35424390243902,0.0,284.0,49.0,45.5
1670135958.3306992,51.714285714285715,0,68.54360975609755,0.0,298.0,50.0,46.0
1670135958.832575,54.285714285714285,0,68.20575609756098,0.0,300.0,48.5,46.0
1670135959.3666368,60.42857142857143,0,68.59404878048781,0.0,306.0,50.0,45.5
1670135959.8839087,62.857142857142854,0,68.51239024390244,0.0,306.0,49.5,46.0
1670135960.4150243,46.0,0,68.41580487804877,0.0,278.0,49.5,46.0
1670135960.935678,46.857142857142854,0,68.42487804878049,0.0,256.0,49.5,46.0
1670135961.461434,36.857142857142854,0,68.44117073170732,0.0,256.0,49.5,46.0
1670135961.9696565,47.714285714285715,0,68.43151219512194,0.0,254.0,49.0,46.0
1670135962.5001276,38.42857142857143,0,68.42721951219512,0.0,278.0,49.0,46.0
1670135963.0124228,52.857142857142854,0,68.40682926829268,0.0,266.0,49.5,46.0
