TIME,IP_TOT_RECV_PKTS,IP_FWD,IP_UNK,IP_IN_PKTS_DISC,IP_IN_PKTS_DEL,IP_REQ_SENT,IP_OUT_PKTS_DROP,TCP_ACT_CONN,TCP_PASS_CONN,TCP_FAIL_CONN_ATTMP,TCP_CONN_RES_RECV,TCP_CONN_ESTAB,TCP_SEGM_RECV,TCP_SEGM_SENT,TCP_SEGM_RETANS,TCP_BAD_SEGM_RECV,TCP_REST_SENT,WLAN0_RX_BYTES,WLAN0_RX_PKTS,WLAN0_RX_ERR,WLAN0_RX_DROP,WLAN0_RX_OVERRUN,WLAN0_RX_MCAST,WLAN0_TX_BYTES,WLAN0_TX_PKTS,WLAN0_TX_ERR,WLAN0_TX_DROP,WLAN0_TX_OVERRUN,WLAN0_TX_MCAST
1669959743.3821824,85945,2,0,0,85941,67929,880,2,4,70622,201085,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.4555185,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.529731,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.6047466,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.6822877,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.758789,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.8379474,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.908775,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959743.9796412,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.0485027,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.1174824,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.1934235,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.265269,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.3369977,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.409509,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.4818413,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.5539455,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.626334,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.7025373,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.777109,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.8516073,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.9206932,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959744.9893432,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.05802,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.1263893,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.1991224,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.2711275,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.3447192,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.4179845,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.4903035,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.5632775,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.6359618,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.7092118,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.7836595,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.8597445,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959745.9317439,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.0007448,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.0697017,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.1381288,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.206733,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.2796237,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.3502688,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.4225357,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.494087,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.5661767,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.6384766,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.710189,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.7854373,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.8622518,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959746.9374533,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.0076423,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.078161,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.146821,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.2154007,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.2859883,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.3569212,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.4298425,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.5004673,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.5731137,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.6455176,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.7178614,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.7915597,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.8669548,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959747.942305,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959748.0164115,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959748.085493,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
1669959748.1540594,85946,2,0,0,85942,67930,880,2,4,70623,201086,2599,1,6590786,72970,0,0,0,0,285335246,203135,0,0,0,0,,,,
