TIMESTAMP,DELAY,ACCURACY,CURRENT,REWARD,ACTION_NUMBER,ACTION_NAME,TASKS,TASKS_DISPATCHED,INPUT_QUEUE
1670263029.8636768,6.342858910560608,0.235,2892.0,6.860482646951168,0,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[1. 0.],1.0,1
1670263096.047696,28.285555005073547,0.75,2895.0,0.00012017980497599338,21,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[1. 0.],2.0,3
1670263124.8017757,13.374317288398743,0.185,2896.0,0.2194190261800903,16,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[1. 0.],2.0,3
1670263467.2621372,170.36523473262787,0.46499999999999997,2902.0,1.7356823817597376e-35,8,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[1. 0.],2.0,24
1670263491.0411053,11.114590287208557,0.525,2904.0,0.6526909613604986,30,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.],2.0,24
1670263494.6635342,0.5571696758270264,0.24,2904.0,57.00210169723455,7,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[1. 0.],2.0,22
1670263554.0089457,28.915319442749023,0.595,2907.0,8.890071040722764e-05,9,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[1. 0.],2.0,24
1670263576.9476461,10.668676137924194,0.19999999999999998,2908.0,0.8404800052210398,12,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[1. 0.],2.0,23
1670263599.8345587,10.663113355636597,0.285,2909.0,0.8355832822297616,12,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[1. 0.],2.0,23
1670263606.161355,0.2219390869140625,0.42000000000000004,2909.0,60.603666249514134,8,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[1. 0.],2.0,21
1670263611.7180126,0.20244646072387695,0.73,2909.0,60.09509423233177,35,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[1. 0.],2.0,20
1670263673.883562,30.315808176994324,0.72,2912.0,4.3549867235437555e-05,9,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[1. 0.],2.0,22
1670263678.4795482,1.4631879329681396,0.725,2913.0,44.493983444507634,34,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[1. 0.],2.0,20
1670263737.1268191,28.422046899795532,0.755,2916.0,0.00011178651751797543,15,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.],2.0,22
