TIME,CPU_LOAD,GPU_LOAD,MEM,SWAP,CURR,TEMP_CPU,TEMP_GPU
1670289109.5294335,62.0,0,17.501365853658537,0.01455,3320,44.0,44.0
1670289110.0283873,79.5,2,17.473853658536587,0.01455,3320,43.0,42.0
1670289110.535027,61.5,0,17.29648780487805,0.01455,3320,42.5,41.5
1670289111.061448,57.5,0,17.351219512195122,0.01455,3320,42.5,41.5
1670289111.5496707,56.25,0,17.300097560975612,0.01455,3320,42.0,41.5
1670289112.0761654,59.75,0,17.277756097560975,0.01455,3320,42.5,41.5
1670289112.5690243,60.5,0,17.304780487804877,0.01455,3320,42.5,41.5
1670289113.1099236,56.0,0,17.354439024390246,0.01455,3320,43.0,41.5
1670289113.5793664,57.0,0,17.29278048780488,0.01455,3320,42.5,41.5
1670289114.10096,60.5,0,17.297268292682926,0.01455,3320,42.0,41.5
1670289114.6095243,59.25,0,17.348780487804877,0.01455,3320,42.5,44.0
1670289115.109003,54.5,0,17.297560975609755,0.01455,3320,42.0,44.0
1670289115.6104126,61.5,0,17.28009756097561,0.01455,3320,42.5,44.0
1670289116.1250532,59.25,0,17.313268292682928,0.01455,3320,42.5,44.0
1670289116.6221187,55.25,0,17.35317073170732,0.01455,3320,42.5,43.5
1670289117.1394043,57.25,0,17.310243902439023,0.01455,3320,42.5,43.5
1670289117.6476674,60.0,0,17.281560975609757,0.01455,3320,43.0,43.5
1670289118.160101,60.0,0,17.308487804878048,0.01455,3320,42.5,43.5
1670289118.6699238,55.5,0,17.3310243902439,0.01455,3320,42.5,43.5
1670289119.1625106,58.75,0,17.287512195121952,0.01455,3320,42.5,43.5
1670289119.667513,68.25,0,17.52878048780488,0.01455,3320,43.0,43.5
1670289120.184354,64.0,0,17.59551219512195,0.01455,3320,43.0,43.5
1670289120.7050176,76.75,0,17.76712195121951,0.01455,3320,43.0,44.0
1670289121.1930149,74.25,0,17.658341463414633,0.01455,3320,42.5,41.5
1670289121.700797,61.75,0,17.68029268292683,0.01455,3320,42.5,43.5
1670289122.2008066,60.5,0,17.758341463414634,0.01455,3320,43.0,43.5
1670289122.7067726,58.75,0,17.714829268292682,0.01455,3320,42.5,43.5
1670289123.2140687,60.25,0,17.666048780487806,0.01455,3320,42.5,43.5
1670289123.7260182,59.75,0,17.73912195121951,0.01455,3320,43.0,44.0
1670289124.2348776,54.25,0,17.678731707317073,0.01455,3320,42.5,43.5
1670289124.7411194,60.5,0,17.681756097560974,0.01455,3320,42.0,43.5
1670289125.2489989,60.0,0,17.68780487804878,0.01455,3320,42.5,43.5
1670289125.7735264,56.75,0,17.749853658536587,0.01455,3320,42.5,43.5
1670289126.287272,57.75,0,17.70819512195122,0.01455,3320,42.5,43.5
1670289126.7940624,60.5,0,17.68390243902439,0.01455,3320,42.0,43.5
1670289127.3051734,58.0,0,17.700780487804877,0.01455,3320,42.0,43.5
1670289127.8174627,54.5,0,17.719317073170732,0.01455,3320,42.0,43.5
1670289128.316533,59.0,0,17.68370731707317,0.01455,3320,42.5,43.5
1670289128.8218038,60.0,0,17.68409756097561,0.01455,3320,42.5,43.5
1670289129.3306277,61.25,0,17.736682926829268,0.01455,3320,43.0,43.0
1670289129.8444102,52.25,0,17.701853658536585,0.01455,3320,43.0,43.0
1670289130.3654318,61.0,0,17.686341463414635,0.01455,3320,42.5,43.5
1670289130.8623958,60.75,0,17.665560975609758,0.01455,3320,42.0,43.5
1670289131.3711464,54.5,0,17.737365853658538,0.01455,3320,42.5,43.5
1670289131.8670802,57.25,0,17.684780487804876,0.01455,3320,42.5,43.0
1670289132.3768587,60.0,0,17.68760975609756,0.01455,3320,42.0,43.5
1670289132.8866308,59.75,0,17.690243902439022,0.01455,3320,42.0,43.5
1670289133.392116,54.25,0,17.698439024390243,0.01455,3320,42.0,43.5
1670289133.8976974,59.5,0,17.692195121951222,0.01455,3320,42.0,43.5
1670289134.4030914,60.75,0,17.70458536585366,0.01455,3320,42.0,44.0
1670289134.9082732,57.25,0,17.73541463414634,0.01455,3320,42.0,44.0
1670289135.4400108,55.75,0,17.72575609756098,0.01455,3320,42.5,43.5
1670289135.937921,59.0,0,17.677560975609758,0.01455,3320,42.0,43.5
1670289136.4354641,59.25,0,17.708487804878047,0.01455,3320,42.5,43.5
1670289136.9457836,55.75,0,17.748975609756098,0.01455,3320,42.5,43.5
1670289137.4436235,57.75,0,17.693170731707315,0.01455,3320,42.5,43.5
1670289137.9606428,58.75,0,17.690926829268292,0.01455,3320,42.5,43.5
1670289138.488797,59.5,0,17.74312195121951,0.01455,3320,42.5,43.5
1670289139.011755,54.25,0,17.699609756097562,0.01455,3320,42.0,43.5
1670289139.4874132,60.75,0,17.68868292682927,0.01455,3320,42.5,43.5
1670289139.9951322,60.75,0,17.71590243902439,0.01455,3320,42.5,43.0
1670289140.5002782,57.75,0,17.761951219512195,0.01455,3320,42.5,43.5
1670289141.0216486,58.25,0,17.762439024390243,0.01455,3320,42.0,43.5
1670289141.527672,84.5,0,18.75239024390244,0.01455,3320,43.0,44.0
1670289142.0339217,100.0,0,19.246243902439026,0.01455,3320,44.0,44.0
1670289142.539243,97.0,0,19.066829268292683,0.01455,3320,43.5,44.0
1670289143.0487573,95.5,0,19.07141463414634,0.01455,3320,44.0,44.0
1670289143.570422,97.5,0,19.066048780487804,0.01455,3320,43.5,44.0
1670289144.0913465,97.0,0,19.089170731707316,0.01455,3320,44.0,44.0
1670289144.59562,95.5,0,19.07590243902439,0.01455,3320,45.0,44.5
1670289145.1645293,96.0,0,19.04390243902439,0.01455,3320,44.5,44.5
1670289145.7160923,96.5,0,19.0529756097561,0.01455,3320,44.5,44.0
1670289146.2274652,96.0,0,19.090829268292683,0.01455,3320,44.5,44.5
1670289146.7621415,93.0,0,19.05658536585366,0.01455,3320,43.5,44.5
1670289147.2863536,94.0,0,19.064780487804878,0.01455,3320,43.5,44.0
1670289147.82503,96.0,0,19.068975609756098,0.01455,3320,44.0,44.5
1670289148.3558064,94.5,0,19.08419512195122,0.01455,3321,44.5,44.5
1670289148.9113073,95.5,0,19.092000000000002,0.01455,3321,43.0,44.5
1670289149.3948877,97.0,0,19.05229268292683,0.01455,3321,45.0,44.0
1670289149.9023545,95.0,0,19.06760975609756,0.01455,3321,44.0,44.5
1670289150.438556,96.25,0,19.101756097560976,0.01455,3321,44.0,44.5
1670289150.9581769,96.5,0,19.069170731707317,0.01455,3321,44.5,44.5
1670289151.4772701,97.25,0,19.062731707317074,0.01455,3321,44.0,44.5
1670289151.9879382,96.0,0,19.077463414634146,0.01455,3321,44.0,44.0
1670289152.5002663,92.0,0,19.106634146341463,0.01455,3321,44.0,44.0
1670289153.0121083,96.0,0,19.089268292682927,0.01455,3321,43.5,44.0
1670289153.5013986,92.5,0,19.074243902439026,0.01455,3321,43.5,44.0
1670289154.0115259,100.0,0,19.40458536585366,0.01455,3321,44.5,44.5
1670289154.568384,96.0,0,18.893756097560978,0.01455,3321,43.5,44.0
1670289155.0771937,97.5,0,18.86087804878049,0.01455,3321,44.5,44.5
1670289155.6051412,96.5,0,18.88848780487805,0.01455,3321,44.0,44.0
1670289156.1173081,98.5,0,18.907414634146342,0.01455,3321,44.5,44.5
