TIME,IP_TOT_RECV_PKTS,IP_FWD,IP_UNK,IP_IN_PKTS_DISC,IP_IN_PKTS_DEL,IP_REQ_SENT,IP_OUT_PKTS_DROP,TCP_ACT_CONN,TCP_PASS_CONN,TCP_FAIL_CONN_ATTMP,TCP_CONN_RES_RECV,TCP_CONN_ESTAB,TCP_SEGM_RECV,TCP_SEGM_SENT,TCP_SEGM_RETANS,TCP_BAD_SEGM_RECV,TCP_REST_SENT,WLAN0_RX_BYTES,WLAN0_RX_PKTS,WLAN0_RX_ERR,WLAN0_RX_DROP,WLAN0_RX_OVERRUN,WLAN0_RX_MCAST,WLAN0_TX_BYTES,WLAN0_TX_PKTS,WLAN0_TX_ERR,WLAN0_TX_DROP,WLAN0_TX_OVERRUN,WLAN0_TX_MCAST
1670272678.4847717,121155,0,0,120075,114675,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272678.5876474,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272678.690333,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272678.7931614,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272678.8993497,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.0057018,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.1049397,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.209012,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.3059285,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.4028177,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.4994562,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.5977206,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.6972928,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.794368,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.8906927,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272679.9870932,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.0835404,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.1797554,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.2777138,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.3763509,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.473227,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.5694664,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.666313,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
1670272680.7631812,121157,0,0,120077,114677,20,1,106350,176263,3494,0,3,15004910,109551,0,1,0,0,184855005,175729,0,0,0,0,,,,,
