TIME,CPU_LOAD,GPU_LOAD,MEM,SWAP,CURR,TEMP_CPU,TEMP_GPU
1669962950.1700354,92.0,0,65.73336585365853,0.0,314.0,52.5,47.5
1669962950.6946595,55.42857142857143,23,65.83795121951219,0.0,306.0,52.0,47.5
1669962951.2183611,43.42857142857143,0,65.75892682926829,0.0,262.0,51.0,47.5
1669962951.741299,40.714285714285715,0,65.8048780487805,0.0,272.0,51.0,47.5
1669962952.264,45.0,0,65.78936585365854,0.0,230.0,51.0,47.5
1669962952.784411,39.285714285714285,0,65.79482926829269,0.0,272.0,51.5,47.5
1669962953.3078876,44.142857142857146,0,65.79170731707316,0.0,256.0,51.0,47.5
1669962953.8342664,36.714285714285715,0,65.78312195121951,0.0,278.0,51.5,47.5
1669962954.3480124,40.0,0,65.8109268292683,0.0,236.0,51.0,47.5
1669962954.882487,32.714285714285715,0,65.77853658536586,0.0,274.0,51.5,47.5
1669962955.3950996,44.857142857142854,0,65.76048780487805,0.0,258.0,50.5,47.5
1669962956.0025492,36.142857142857146,0,65.75531707317073,0.0,272.0,51.5,47.5
1669962956.5145862,42.42857142857143,0,65.78643902439025,0.0,272.0,51.0,47.5
1669962957.0516138,54.0,0,66.16107317073171,0.0,292.0,52.0,47.5
1669962957.5638754,44.0,0,66.11014634146342,0.0,246.0,50.5,47.5
1669962958.0933275,43.0,0,66.12634146341463,0.0,278.0,51.0,47.5
1669962958.6095996,44.42857142857143,0,66.12526829268293,0.0,252.0,50.5,47.5
1669962959.1421645,40.57142857142857,0,66.12585365853658,0.0,290.0,51.0,47.5
1669962959.6585393,43.285714285714285,0,66.09990243902439,0.0,250.0,50.5,47.5
1669962960.2129664,45.857142857142854,0,66.32829268292683,0.0,306.0,52.0,47.5
1669962960.8907988,80.14285714285714,0,67.80448780487805,0.0,366.0,52.5,47.5
1669962961.489588,100.0,0,67.84526829268293,0.0,378.0,53.0,47.5
1669962962.008025,100.0,0,67.87434146341464,0.0,388.0,53.0,48.0
1669962962.5266736,99.71428571428571,0,67.864,0.0,388.0,53.5,48.0
1669962963.0270865,99.42857142857143,0,67.80429268292683,0.0,384.0,53.5,48.0
1669962963.5099208,99.14285714285714,0,67.83365853658536,0.0,390.0,53.5,48.0
1669962964.0867138,100.0,0,67.8390243902439,0.0,388.0,53.5,48.0
1669962964.5909164,99.42857142857143,0,67.87326829268294,0.0,376.0,53.0,48.0
1669962965.05382,98.28571428571429,0,67.81687804878048,0.0,386.0,53.0,48.0
1669962965.6133199,99.14285714285714,0,67.94321951219511,0.0,382.0,53.5,48.0
1669962966.1701312,99.71428571428571,0,67.95180487804878,0.0,380.0,53.5,48.5
1669962966.6817899,99.71428571428571,0,69.14819512195122,0.0,326.0,53.0,48.5
1669962967.041404,86.85714285714286,0,70.02614634146342,0.0,366.0,53.0,48.5
1669962967.5501785,69.14285714285714,0,70.08614634146342,0.0,284.0,53.0,48.5
1669962968.0774062,36.57142857142857,0,70.0329756097561,0.0,276.0,52.0,48.5
1669962968.5963295,50.57142857142857,0,70.05551219512195,0.0,270.0,51.5,48.5
1669962969.1237848,38.42857142857143,0,70.02273170731708,0.0,252.0,51.5,48.0
1669962969.6482573,47.714285714285715,0,70.06936585365854,0.0,262.0,52.5,48.0
1669962970.1760619,36.42857142857143,0,69.9769756097561,0.0,270.0,51.0,48.0
1669962970.683619,49.285714285714285,0,70.04878048780488,0.0,264.0,52.0,48.0
1669962971.2120957,37.0,0,70.02439024390243,0.0,278.0,51.5,48.0
1669962971.7288804,48.285714285714285,0,70.0489756097561,0.0,242.0,51.5,48.0
1669962972.2616167,36.42857142857143,0,70.03414634146341,0.0,270.0,51.5,48.0
1669962972.7798586,45.0,0,70.0539512195122,0.0,256.0,52.0,48.0
1669962973.306948,38.0,0,70.06682926829268,0.0,264.0,51.0,48.0
1669962973.8216977,47.0,0,70.09570731707318,0.0,256.0,52.0,48.0
1669962974.359575,36.285714285714285,0,70.03365853658536,0.0,294.0,51.0,48.0
1669962974.8743453,49.0,0,70.25717073170732,0.0,262.0,52.0,48.0
1669962975.4014723,35.142857142857146,0,70.28117073170732,0.0,280.0,51.0,47.5
1669962975.9212546,48.714285714285715,0,70.2449756097561,0.0,238.0,52.0,48.0
1669962976.4599228,37.57142857142857,0,70.24458536585367,0.0,274.0,51.0,48.0
1669962976.9677558,43.0,0,70.26565853658536,0.0,254.0,52.0,48.0
1669962977.5109856,37.142857142857146,0,70.22175609756097,0.0,278.0,51.0,48.0
1669962978.0172698,47.57142857142857,0,70.26429268292684,0.0,260.0,51.5,48.0
1669962978.5494235,36.714285714285715,0,70.23278048780487,0.0,266.0,51.5,48.0
1669962979.0594602,43.142857142857146,0,70.23873170731707,0.0,252.0,52.0,48.0
1669962979.5953987,30.714285714285715,0,70.24897560975609,0.0,274.0,51.5,48.0
1669962980.112693,47.857142857142854,0,70.2920975609756,0.0,258.0,51.5,48.0
1669962980.6421933,37.0,0,70.21531707317074,0.0,268.0,51.5,48.0
1669962981.1599073,49.714285714285715,0,70.24146341463414,0.0,262.0,52.0,48.0
1669962981.7126925,40.857142857142854,0,70.74380487804878,0.0,294.0,52.0,48.0
1669962982.2293956,59.857142857142854,0,71.096,0.0,290.0,52.0,48.0
1669962983.0526624,65.28571428571429,0,72.81434146341464,0.0,366.0,53.0,48.0
1669962983.552075,100.0,0,72.85346341463415,0.0,366.0,53.0,48.0
1669962984.1145,99.42857142857143,0,72.8490731707317,0.0,374.0,53.5,48.0
1669962984.478722,99.42857142857143,0,72.81824390243902,0.0,382.0,53.5,48.0
1669962985.1039436,99.14285714285714,0,72.78390243902439,0.0,378.0,53.5,48.5
1669962985.541622,98.28571428571429,0,72.83395121951219,0.0,374.0,53.5,48.5
1669962986.0159955,98.57142857142857,0,72.86526829268293,0.0,378.0,53.5,48.5
1669962986.7114089,97.42857142857143,0,72.81219512195122,0.0,376.0,53.5,48.5
1669962987.1534665,98.85714285714286,0,72.86546341463415,0.0,388.0,54.0,49.0
1669962987.5828848,98.85714285714286,0,72.83531707317074,0.0,374.0,53.5,48.5
1669962988.1450522,97.71428571428571,0,72.79121951219513,0.0,372.0,54.0,48.5
1669962988.5924304,98.0,0,72.77960975609756,0.0,382.0,53.5,48.5
1669962989.2416065,97.14285714285714,0,72.75687804878048,0.0,378.0,54.0,48.5
1669962989.7308512,98.57142857142857,0,72.81424390243902,0.0,378.0,54.0,48.5
1669962990.299696,98.0,0,72.81121951219512,0.0,378.0,54.0,48.5
1669962990.789535,97.71428571428571,0,72.7789268292683,0.0,374.0,54.0,49.0
1669962991.4111285,96.42857142857143,0,72.83960975609756,0.0,384.0,54.0,48.5
1669962991.9564288,96.42857142857143,0,72.87843902439025,0.0,378.0,54.0,49.0
1669962992.431901,97.71428571428571,0,72.85512195121952,0.0,376.0,54.0,48.5
1669962992.8733752,98.85714285714286,0,72.83814634146341,0.0,382.0,54.0,48.5
1669962993.482353,99.14285714285714,0,72.83824390243903,0.0,380.0,54.0,48.5
1669962994.0995626,98.57142857142857,0,72.85443902439025,0.0,368.0,54.0,48.5
1669962994.4790955,98.0,0,72.85892682926828,0.0,374.0,54.0,49.0
1669962995.0333529,99.14285714285714,0,72.86078048780487,0.0,376.0,54.0,49.0
1669962995.523352,99.42857142857143,0,72.80839024390244,0.0,368.0,54.0,48.5
1669962995.9741633,98.85714285714286,0,72.8690731707317,0.0,374.0,54.0,49.0
1669962996.5018697,97.71428571428571,0,72.8460487804878,0.0,380.0,54.0,48.5
1669962997.2017848,99.14285714285714,0,72.86712195121952,0.0,384.0,54.0,49.0
1669962997.6956232,98.57142857142857,0,72.87599999999999,0.0,386.0,54.0,48.5
1669962998.227312,98.85714285714286,0,72.83014634146342,0.0,382.0,54.0,48.5
1669962998.6659067,98.85714285714286,0,72.83434146341463,0.0,368.0,54.0,48.5
1669962999.209897,98.0,0,72.848,0.0,382.0,54.0,48.5
1669962999.74661,98.57142857142857,0,72.85356097560975,0.0,378.0,54.0,48.5
1669963000.3081493,99.71428571428571,0,72.856,0.0,378.0,54.0,48.5
1669963000.8435853,99.42857142857143,0,72.8230243902439,0.0,380.0,54.0,48.5
1669963001.3620489,98.28571428571429,0,72.83541463414635,0.0,354.0,54.0,49.0
1669963001.8782942,99.14285714285714,0,72.8889756097561,0.0,378.0,54.0,49.0
1669963002.4544153,98.85714285714286,0,72.83024390243902,0.0,376.0,54.0,49.0
1669963002.8209286,98.0,0,72.90946341463415,0.0,378.0,54.0,49.0
1669963003.387039,97.71428571428571,0,72.8119024390244,0.0,370.0,54.0,49.0
1669963003.9396615,99.42857142857143,0,72.79873170731707,0.0,382.0,54.0,49.0
1669963004.4751656,99.14285714285714,0,72.8239024390244,0.0,372.0,54.0,49.0
1669963005.0362608,98.85714285714286,0,72.85882926829268,0.0,380.0,54.0,49.0
1669963005.5871158,96.85714285714286,0,72.84643902439024,0.0,378.0,53.5,49.0
1669963006.0983417,99.42857142857143,0,72.86224390243903,0.0,382.0,54.0,48.5
1669963006.5632308,97.71428571428571,0,72.86419512195121,0.0,380.0,54.0,49.0
1669963007.1485171,98.28571428571429,0,72.89034146341463,0.0,380.0,54.0,48.5
1669963007.5326464,97.71428571428571,0,72.88175609756098,0.0,382.0,54.0,48.5
1669963008.2141395,98.0,0,72.84741463414635,0.0,378.0,54.0,48.5
1669963008.537507,97.71428571428571,0,72.84224390243902,0.0,380.0,54.0,48.5
1669963009.1943781,98.85714285714286,0,72.83463414634146,0.0,380.0,54.0,48.5
1669963009.6471646,97.42857142857143,0,72.816,0.0,380.0,54.0,49.0
1669963010.2349918,98.85714285714286,0,72.82263414634146,0.0,380.0,54.0,48.5
1669963010.7118282,98.85714285714286,0,72.87239024390244,0.0,382.0,54.0,48.5
1669963011.1891527,97.14285714285714,0,72.86380487804878,0.0,380.0,53.5,48.5
1669963011.8451965,97.14285714285714,0,72.90517073170732,0.0,378.0,53.5,48.5
1669963012.3204443,98.85714285714286,0,72.87385365853658,0.0,374.0,53.5,48.5
1669963012.8300388,98.85714285714286,0,72.88448780487805,0.0,376.0,53.5,48.5
1669963013.2292132,98.57142857142857,0,72.87785365853658,0.0,362.0,53.5,48.5
1669963013.8378048,98.57142857142857,0,72.82956097560975,0.0,388.0,53.5,48.5
1669963014.381614,98.57142857142857,0,72.92507317073171,0.0,374.0,53.5,48.0
1669963014.8373642,100.0,0,72.84136585365853,0.0,376.0,53.5,48.5
1669963015.4209204,98.57142857142857,0,72.87375609756097,0.0,336.0,53.5,48.5
1669963015.781513,87.42857142857143,0,72.9139512195122,0.0,364.0,53.0,48.5
1669963016.2882695,69.57142857142857,0,72.79726829268293,0.0,288.0,53.0,48.5
1669963016.821543,39.0,0,72.7579512195122,0.0,280.0,52.0,48.5
1669963017.350812,51.42857142857143,0,72.81307317073171,0.0,276.0,52.5,48.0
1669963017.9463124,52.0,3,73.70126829268293,0.0,306.0,52.0,48.0
1669963018.4606006,58.285714285714285,1,76.74956097560975,0.0,294.0,52.0,48.0
1669963019.0001156,48.42857142857143,0,80.30478048780488,0.0,300.0,52.0,48.0
1669963019.5118558,58.857142857142854,0,83.78439024390244,0.0,284.0,52.0,48.0
1669963020.0366292,48.714285714285715,1,86.14185365853658,0.0,320.0,51.5,48.0
1669963020.5693278,59.0,1,89.1689756097561,0.0,302.0,52.0,48.0
1669963021.090476,48.857142857142854,0,91.43043902439024,0.0,292.0,51.5,48.0
1669963021.613495,55.714285714285715,1,93.91102439024391,0.0,300.0,52.0,48.0
1669963022.1250522,52.57142857142857,2,97.07921951219512,0.0,324.0,51.5,47.5
1669963022.6544094,57.42857142857143,18,98.59180487804878,0.0,284.0,52.0,48.5
1669963023.1685805,41.57142857142857,0,98.62273170731707,0.0,300.0,51.0,48.0
1669963023.7016385,50.285714285714285,0,100.80136585365852,0.0,324.0,52.0,48.0
1669963024.2404068,49.714285714285715,0,101.3001951219512,0.0,326.0,51.5,47.5
1669963024.7458522,66.71428571428571,0,101.18331707317074,0.0,280.0,52.0,47.5
1669963025.2561789,44.714285714285715,0,101.21512195121952,0.0,258.0,51.0,47.5
1669963025.7936473,45.42857142857143,0,101.18331707317074,0.0,278.0,51.5,47.5
1669963026.3011427,42.142857142857146,0,101.196,0.0,250.0,50.5,47.5
1669963026.8368783,48.42857142857143,0,101.2311219512195,0.0,286.0,51.5,47.5
1669963027.3524764,39.42857142857143,0,101.20575609756098,0.0,244.0,50.5,47.5
1669963027.8781297,43.142857142857146,0,101.19473170731708,0.0,258.0,51.0,47.5
1669963028.3952725,41.0,0,101.24634146341462,0.0,246.0,50.5,47.5
1669963028.9303453,43.714285714285715,0,101.19258536585365,0.0,274.0,51.0,47.5
1669963029.443349,42.0,0,101.23092682926828,0.0,262.0,50.5,47.0
1669963029.9736137,44.714285714285715,0,101.21024390243902,0.0,284.0,51.0,47.5
1669963030.49324,42.142857142857146,0,101.20624390243901,0.0,232.0,50.5,47.5
1669963031.0308719,41.142857142857146,0,101.22282926829268,0.0,280.0,50.5,47.0
1669963031.5495677,42.0,0,101.19326829268293,0.0,252.0,50.0,47.0
1669963032.0853667,46.0,0,101.20117073170731,0.0,298.0,50.5,47.0
1669963032.600251,41.285714285714285,0,101.18985365853659,0.0,252.0,50.0,47.0
1669963033.1352246,43.714285714285715,0,101.23580487804877,0.0,290.0,50.5,47.0
1669963033.6454742,40.714285714285715,0,101.20360975609756,0.0,258.0,50.0,47.0
1669963034.1849377,44.285714285714285,0,101.21736585365855,0.0,282.0,50.5,47.0
1669963034.7069948,41.57142857142857,0,101.2000975609756,0.0,244.0,50.0,47.0
1669963035.232509,42.142857142857146,0,101.2139512195122,0.0,274.0,50.5,47.0
1669963035.74787,42.57142857142857,0,101.20039024390243,0.0,242.0,50.5,47.0
1669963036.281292,43.57142857142857,0,101.2120975609756,0.0,288.0,50.0,47.0
1669963036.7919714,43.714285714285715,0,101.26243902439025,0.0,256.0,50.0,47.0
1669963037.3316932,44.285714285714285,0,101.24624390243902,0.0,280.0,50.0,47.0
1669963037.843528,43.0,0,101.18419512195122,0.0,258.0,49.5,46.5
1669963038.372252,43.142857142857146,0,101.21063414634146,0.0,270.0,50.0,47.0
1669963038.8866434,42.285714285714285,0,101.20185365853658,0.0,246.0,49.5,47.0
1669963039.4209137,42.857142857142854,0,101.20868292682927,0.0,280.0,50.0,47.0
1669963039.938011,40.285714285714285,0,101.23804878048782,0.0,236.0,50.0,46.5
