TIMESTAMP,DELAY,ACCURACY,CURRENT,REWARD,ACTION_NUMBER,ACTION_NAME,TASKS
1670232518.1423318,0.0106523633,0.495,3303.0,96.83770374760415,25,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670232527.2726371,0.143397033,0.525,3334.0,92.67844683221259,22,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232557.728013,0.00384191,0.46,3095.0,97.61881102648437,23,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670232625.4601858,0.68385148,0.6499999999999999,3435.0,26.07181477756556,9,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232668.362145,0.01254946,0.675,3691.0,93.77873060852208,15,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670232671.4289742,0.00561589,0.2,3684.0,97.61225230318972,14,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232678.615524,0.00467324,0.2,3671.0,97.65146454968641,32,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232719.289596,0.00982916355,0.5549999999999999,3615.0,95.41468129431883,30,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670232735.5252995,0.00784933567,0.64,3564.0,94.89039136979771,17,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232768.0395522,0.344626546,0.55,3467.0,76.22915556079576,35,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232794.3372388,0.125514686,0.205,3397.0,96.19779372959215,22,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670232827.4329996,0.10880333,0.895,3339.0,88.09573987108159,10,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233167.0845995,0.16428167,0.65,3000.0,92.08126779458104,17,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670233213.078484,0.00832813978,0.2249999999999999,3093.0,98.46064288294967,33,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233216.6856987,0.05626452,0.45,3094.0,96.8317764846976,25,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233222.856001,0.1186049,0.7250000000000001,3098.0,92.35991011751703,34,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[1. 0.]
1670233229.6152508,0.0021545,0.405,3098.0,97.87721741914159,20,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233236.208318,0.1186049,0.665,3099.0,93.15925674680042,34,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[1. 0.]
1670233242.818992,0.00237691,0.43,3097.0,97.76979276161006,2,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233249.4179344,0.00227898,0.695,3095.0,96.2775311731172,20,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233256.515981,0.05865145,0.51,3095.0,96.38971587233196,31,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[1. 0.]
1670233262.9801638,0.10780531,0.535,3096.0,94.97324375997593,22,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[1. 0.]
1670233270.2643812,0.05414701,0.09,3097.0,98.44787238424648,31,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[1. 0.]
1670233276.667729,0.12429732,0.79,3098.0,91.11800413175585,34,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[1. 0.]
1670233282.851679,0.05888516,0.31,3098.0,97.54120157493783,25,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[1. 0.]
1670233290.076943,0.01064247,0.4049999999999999,89.94887805,99.83341538500581,7,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[0.5 0.5]
1670233297.9267118,0.35713023,0.55,3105.0,80.29831871956029,4,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233309.8626366,0.01064247,0.39,3104.0,97.82220954395424,7,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[0. 1.]
1670233365.7735608,2.999877547827101,0.8300000000000001,3143.0,2.9259308813822616e-05,3,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233395.4962008,0.1186049,0.65,3191.0,92.83365902036633,34,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233426.6350522,2.999915153589493,0.595,3236.0,4.316812752653101e-05,18,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233449.8210073,2.999881812427231,0.325,3264.0,7.230941656904638e-05,0,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233460.7668662,0.01035559,0.835,3261.0,94.1587665028072,15,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[0. 1.]
1670233487.3590648,0.123774767,0.58,3247.0,93.22451153495508,10,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[0. 1.]
1670233517.8024566,0.244513631,0.49,3238.0,88.94457462461536,19,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233548.8716347,0.21599913,0.72,3230.0,85.85302077939514,14,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233580.4098566,0.17724735,0.53,3219.0,91.87297174184299,27,"(('efficientnet-b4', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233625.5562613,0.0878160596,0.235,3232.0,97.18182705595754,31,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233638.2245593,0.00958377,0.345,3227.0,97.79950355770606,12,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[0. 1.]
1670233697.407521,0.17118448,0.635,3250.0,90.24397902642708,34,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233704.8545015,0.01084322,0.335,3250.0,97.78318209910083,12,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'edge'))",[0. 1.]
1670233730.3697352,0.17079902,0.415,3241.0,93.55214278849347,22,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233760.9048135,0.00411654,0.3299999999999999,3231.0,97.92361966532299,20,"(('efficientnet-b0', 'edge'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'edge'))",[0. 1.]
1670233792.9370613,0.16428167,0.38,3222.0,94.26972700338075,17,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233821.188691,0.24331075,0.545,3216.0,88.09481698953117,19,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233849.6113973,0.16999,0.23,3209.0,95.59529916342534,17,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233905.1388128,2.999781578405467,0.61,3230.0,4.214522056223824e-05,18,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233910.3140838,0.16965073,0.53,3233.0,92.11893421791399,22,"(('efficientnet-b4', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233941.4144669,0.21126759,0.405,3227.0,92.15888887128249,24,"(('efficientnet-b0', 'cpu'), ('nvidia/segformer-b1-finetuned-ade-512-512', 'gpu'))",[0. 1.]
1670233988.68168,0.05865145,0.04,3238.0,98.37017532324079,31,"(('efficientnet-b0', 'gpu'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'cpu'))",[0. 1.]
1670233999.8823383,0.5,0.7,92.72946341,89.48702022789928,17,"(('efficientnet-b4', 'edge'), ('nvidia/segformer-b0-finetuned-ade-512-512', 'gpu'))",[0.5 0.5]
